web-scraper-order,web-scraper-start-url,Details,superficie,addresse,prix,image_lien-src
"1705966630-560","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966630-561","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966630-562","https://www.expat-dakar.com/terrains-a-vendre?page=7","","","","",""
"1705966630-563","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain nu à vendre","333 m²","Ouakam,
Dakar","1 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/fa4f7e4c2000969b83021ac62a56bfdf/-/horizon-files-prod/ed/picture/q785mnq8/6bc32090fddb9374fd3f51c3c02ec7b469360cfd.jpg"
"1705966630-564","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain à vendre à Ndiakhirate","150 m²","Ndiakhirate,
Dakar","16 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/7953cba9e14734f7c154779cfb08a0e9/-/horizon-files-prod/ed/picture/qrzv0dw5/3d3cf9dccde50f99431d23fec24ca41e3f259e85.png"
"1705966630-565","https://www.expat-dakar.com/terrains-a-vendre?page=7","Des terrains de 225m2 à guéreo","225 m²","Guereo,
Thiès","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/fc8c010209589a2cefc54f94d7bef68f/-/horizon-files-prod/ed/picture/q2jqdp96/ced3d195fe09650f8f22cb9a26ed79ae6aa5da5a.jpg"
"1705966630-566","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain de 300m2 à malicounda péage","300 m²","Mbour,
Thiès","8 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/13ab0eaf28dc946972ee4bda02a671c5/-/horizon-files-prod/ed/picture/q6xkm087/e6b51db02ddc1b6ad560de1ed8b6d3843a8c9d32.jpg"
"1705966630-567","https://www.expat-dakar.com/terrains-a-vendre?page=7","THIES 300M2 TF A VENDRE","300 m²","Thiès,
Thiès","17 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a667d4db2aff35bd9632dbc0fdf38d21/-/horizon-files-prod/ed/picture/qmx8r66/20d34b56e263a22c95fe80417d7565d8b0e9391b.jpg"
"1705966630-568","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain à vendre à Gandigal","","Mbour,
Thiès","120 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a1dc4bed825534a638c944a2d7cc05d/-/horizon-files-prod/ed/picture/migrated/qzzrrv8/d4d09173183d3d4c1bae7e8048157750ec429476.jpg"
"1705966630-569","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain 197m2 zac mbao coopérative sonatel.","197 m²","Zac Mbao,
Dakar","32 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff51bac4a223a61680cb81dc125aac05/-/horizon-files-prod/ed/picture/qrzqx2k4/4e648707193bc99ecc5d4508f24771e2e8dd8071.jpg"
"1705966630-570","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain à vendre Almadies BOA","200 m²","Almadies,
Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3126d415be278913de483acf9db3c431/-/horizon-files-prod/ed/picture/qj4rwrrd/637a3d889472ab80124dd350ca84bb4f73788ae0.png"
"1705966630-571","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain de 5000 m2 à vendre à Ngaparou","5,000 m²","Ngaparou,
Thiès","210 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/92f35e47ffcedd0d6a1c13dbc36e58c3/-/horizon-files-prod/ed/picture/q6xkmgnd/eb2635ba7aa40f8ff2cf9888133c3a4284b060cb.jpg"
"1705966630-572","https://www.expat-dakar.com/terrains-a-vendre?page=7","Terrain 150m2 à vendre Dalifort Dakar","150 m²","Dalifort,
Dakar","45 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1535f48c2778a942bd49c806615b2c2/-/horizon-files-prod/ed/picture/q9dx2kx/aafa5de9d850020167eb1fab13419790c7c32d26.jpg"
"1705966650-573","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain À Vendre","1,000 m²","Touba,
Diourbel","550 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/17143929b9b92c447240ff2ca6c9a9e1/-/horizon-files-prod/ed/picture/q8v5dwpj/d2f650efd2d30c43777e26598b71afb8aa23406b.jpg"
"1705966650-574","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966650-575","https://www.expat-dakar.com/terrains-a-vendre?page=6","","","","",""
"1705966650-576","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrains à vendre à la Cite tacko","150 m²","Rufisque,
Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-224w/222625683b747a3a734e00954e2d2a8b/-/horizon-files-prod/ed/picture/q8v5nwe4/8f94ad6f0318a591198c247ffabc9afdcb4a7d57.jpg"
"1705966650-577","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain à vendre almadies","2,500 m²","Almadies,
Dakar","2 600 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/faad09ae83795bb4b9af59bbe4cb0b8a/-/horizon-files-prod/ed/picture/q0gwgrjx/5b2033385b0ea936e57449140c2d9e0f6fa4efc6.jpg"
"1705966650-578","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain à vendre Rufisque","11,227 m²","Rufisque,
Dakar","1 684 050 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec131c1cea10868263a667bf9384f5bd/-/horizon-files-prod/ed/picture/qpdw4r2j/ccb89021944689172c396f0b0bff233dd5ea96d2.jpg"
"1705966650-579","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain à vendre corniche almadies","2,000 m²","Almadies,
Dakar","1 600 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/148099973731abd1dff335ed0f80b039/-/horizon-files-prod/ed/picture/q56xvgne/19d794a44bc9ceb7b2f53866a0009aa9a223cb14.jpg"
"1705966650-580","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain nu 500 m² en bordure de route à L6","500 m²","Liberte 6 extension,
Dakar","250 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/7e549a54e7096753f090df4a30387aa0/-/horizon-files-prod/ed/picture/q785mw2x/949cf38efa9ecf27ed7820c74945f7696a4f66eb.jpg"
"1705966650-581","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain de 300m2 à malicounda péage","300 m²","Malicounda,
Thiès","4 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f709394b41612ad1b6c5f9734f21beb7/-/horizon-files-prod/ed/picture/q6xk47v8/f18816a22b93976f9c0d7b77dbf55911591e287d.jpg"
"1705966650-582","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain à vendre à Rufisque","150 m²","Rufisque,
Dakar","18 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c5e7a503baa41a7443b465ce7d50eb9/-/horizon-files-prod/ed/picture/qj4rwzjz/90d1c92b472d3ebf9e0e20ef250c0c27169baa64.jpg"
"1705966650-583","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain à vendre à Noflaye","150 m²","Noflaye,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/de953e4c32ac6f62890db6943ab02d3f/-/horizon-files-prod/ed/picture/qgq90894/1e64b382c0f583fb1212bb70acde0500bb840c75.jpg"
"1705966650-584","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain de 300m2 à Toubab Dialao","300 m²","Toubab dialo,
Dakar","11 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/37ce21cd94b61dab1404a2231bda9880/-/horizon-files-prod/ed/picture/qjw9q4d/5cf699d9ff36d35a2bae52201e9fee42f30856b0.jpg"
"1705966650-585","https://www.expat-dakar.com/terrains-a-vendre?page=6","Terrain à vendre à Ndangane Campement","1,200 m²","Ndangane,
Sine saloum","20 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/9b7c9c0f2aa2b74aa3170e894ec53791/-/horizon-files-prod/ed/picture/q8v5dn8n/8c2ca894b5948f6da66902146654de97c0011b00.jpg"
"1705966670-586","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrain À Vendre","1,000 m²","Touba,
Diourbel","550 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/17143929b9b92c447240ff2ca6c9a9e1/-/horizon-files-prod/ed/picture/q8v5dwpj/d2f650efd2d30c43777e26598b71afb8aa23406b.jpg"
"1705966670-587","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966670-588","https://www.expat-dakar.com/terrains-a-vendre?page=5","","","","",""
"1705966670-589","https://www.expat-dakar.com/terrains-a-vendre?page=5","TERRAIN À VENDRE 2 521 m²","2,521 m²","Somone,
Thiès","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f71b337ced9f29ca3c47b4c604f5d37a/-/horizon-files-prod/ed/picture/q9m9d58v/2f3f48ecff5b1cc64973ae41e338de253177a207.jpg"
"1705966670-590","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrain à vendre sur la vdn 3","200 m²","VDN,
Dakar","48 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ef1afd27c0bc739bf22805cca0f1f6f/-/horizon-files-prod/ed/picture/qm5p44rw/ab92ff23b384cc331a245a351f609976cfc6b59e.jpg"
"1705966670-591","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrains à vendre à Dougar","","Diamniadio,
Dakar","5 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef8e78ad1e36fdd36346e34d4b1eff5e/-/horizon-files-prod/ed/picture/qpd6qd5r/67ede7dbde284fb7ade0210d4ff369041e33a385.jpg"
"1705966670-592","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrain à vendre à Mbao","250 m²","Mbao,
Dakar","30 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/628217a3266b18ddbc1b0c671d14c20d/-/horizon-files-prod/ed/picture/q785mqj5/e76e4b8baeeed6733ba5587d0fddce134cc00ee5.jpg"
"1705966670-593","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrains TF à vendre cité sapco keur massar","300 m²","Keur Massar,
Dakar","35 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c8d3dc904da33e4b1f3dd1679497003/-/horizon-files-prod/ed/picture/qpd62wqm/e0299756124d6632aad23e99f907161e749e543d.jpg"
"1705966670-594","https://www.expat-dakar.com/terrains-a-vendre?page=5","terrain titre foncier 300 m2a NDIAKHIRATE","300 m²","Ndiakhirate,
Dakar","32 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/38bd0b2d399fdc268f42ee1bfe640ac0/-/horizon-files-prod/ed/picture/qrzv57w5/88029e1aeae785026f9322dc8602561ce93c6856.jpg"
"1705966670-595","https://www.expat-dakar.com/terrains-a-vendre?page=5","environ 2 hectares à vendre situé sur la RN1","20,000 m²","Mbour,
Thiès","70 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f37393cff93fbf50e7b4ba2f9c282c7/-/horizon-files-prod/ed/picture/qj4rzwjg/ac215b2c85e5f70ac907607adaddd59dc5c62519.jpg"
"1705966670-596","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrains tf a vendre a Thies","","Thiès,
Thiès","","https://i.roamcdn.net/hz/ed/listing-thumb-224w/705d69692d91e690d32267edae4e1dc8/-/horizon-files-prod/ed/picture/qgqgnm2n/e7e40cffa7b05b9a706da3dbce9d095ea455120e.jpg"
"1705966670-597","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrain à vendre aux Almadies 2","150 m²","Almadies 2,
Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-224w/625b6f316fbc4a2c53ee41ce52299a40/-/horizon-files-prod/ed/picture/qngge09x/03d657e3a4ef7bce5dcec309c54fe90c48f81421.jpg"
"1705966670-598","https://www.expat-dakar.com/terrains-a-vendre?page=5","Terrain à vendre sur la VDN","200 m²","VDN,
Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d75fecdfd502f01c9602e2538659513b/-/horizon-files-prod/ed/picture/q8vvwk57/bc89fac09c4572f4257f997ef250a3d23ca73c1d.jpg"
"1705966690-599","https://www.expat-dakar.com/terrains-a-vendre?page=4","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966690-600","https://www.expat-dakar.com/terrains-a-vendre?page=4","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966690-601","https://www.expat-dakar.com/terrains-a-vendre?page=4","","","","",""
"1705966690-602","https://www.expat-dakar.com/terrains-a-vendre?page=4","UN TERRAIN BIEN PLACÉ À VENDRE À MERMOZ-SOTRAC","280 m²","Mermoz,
Dakar","250 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/991314bf56da44bf8e4e3dcd2ec41c2b/-/horizon-files-prod/ed/picture/q785r76j/6209e413e131527ad18587ebb8265ea93b76fb5b.jpg"
"1705966690-603","https://www.expat-dakar.com/terrains-a-vendre?page=4","Terrain de 174m2 à liberté 2","174 m²","Liberte 2,
Dakar","120 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/167f89fa585931866c05861fdc7d6c5c/-/horizon-files-prod/ed/picture/qq478dv6/35b468bbfcf40b162705d21250a7f21bcbff7a0c.jpg"
"1705966690-604","https://www.expat-dakar.com/terrains-a-vendre?page=4","Des terrains de 150m2 à mbao","150 m²","Mbao,
Dakar","25 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ab4d6a28615e54b78046716b690a9d3/-/horizon-files-prod/ed/picture/q0gw02zk/c734fd54773329a28690094a97cabd505ee6e6d4.jpg"
"1705966690-605","https://www.expat-dakar.com/terrains-a-vendre?page=4","Terrain de 150m2 almadies boa","150 m²","Almadies,
Dakar","75 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/dceec4ad849a37b57e8d7a23331aa67a/-/horizon-files-prod/ed/picture/q785r7m5/d5fe33307b43571b2e59cd8886cef39b92d1e269.jpg"
"1705966690-606","https://www.expat-dakar.com/terrains-a-vendre?page=4","Terrain de 600m2 angle à guéreo","600 m²","Somone,
Thiès","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc9c046468572e4933cccbf5dafbf699/-/horizon-files-prod/ed/picture/qzvd546v/2b062a0841add5b1c05e3d603fbc9ce4db15a7ec.jpg"
"1705966690-607","https://www.expat-dakar.com/terrains-a-vendre?page=4","Terrain de 350m2 angle a malicounda","350 m²","Mbour,
Thiès","8 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/425407d3e9a61266b5f935308a191528/-/horizon-files-prod/ed/picture/q2jqnr5e/5723ab2c078897cffebe4e79bf6c37b48621d709.jpg"
"1705966690-608","https://www.expat-dakar.com/terrains-a-vendre?page=4","Terrain de 180m2 à mbao baobab 2","180 m²","Mbao,
Dakar","35 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ab57634ee6fa344e5f82262d0d4b6bc/-/horizon-files-prod/ed/picture/qj4r7j2e/6d98563f48957bd2e1d9f3ddfb2d91db1e41074f.jpg"
"1705966690-609","https://www.expat-dakar.com/terrains-a-vendre?page=4","Terrain de 1ha en bordure de route","10,000 m²","Guereo,
Thiès","60 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f03450d5a7a8b778e708413a357b6724/-/horizon-files-prod/ed/picture/qenqj52d/07a6dac9795d1292359aee08bd6658a73f3bfef4.jpg"
"1705966690-610","https://www.expat-dakar.com/terrains-a-vendre?page=4","Villa de 200m2 à vendre tivaoune peulh","200 m²","Tivaouane peulh,
Dakar","39 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/26324342f3ee740d494160b46c000163/-/horizon-files-prod/ed/picture/qpd6qw8v/92666d12f25d6033365d0f3f6faf5e383cbacee9.jpg"
"1705966690-611","https://www.expat-dakar.com/terrains-a-vendre?page=4","TERRAIN À VENDRE 4 696 m²","4,696 m²","Somone,
Thiès","117 400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4cac964f4abd155411f7fce16b965f5a/-/horizon-files-prod/ed/picture/qq47v94j/d759e4139b86ebce9925948202a714babe23dfab.jpg"
"1705966710-612","https://www.expat-dakar.com/terrains-a-vendre?page=3","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966710-613","https://www.expat-dakar.com/terrains-a-vendre?page=3","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966710-614","https://www.expat-dakar.com/terrains-a-vendre?page=3","","","","",""
"1705966710-615","https://www.expat-dakar.com/terrains-a-vendre?page=3","Terrains en Bail a Vendre à Mbour","1,267 m²","Mbour,
Thiès","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce7e2914d9f727aeb5ac4b4ff9d144e3/-/horizon-files-prod/ed/picture/qgq90dd9/43725290bb5b377fbb39e28b4717f52074fbc171.png"
"1705966710-616","https://www.expat-dakar.com/terrains-a-vendre?page=3","Terrain 1000m2 sur Mbour","1,000 m²","Thiès,
Thiès","5 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2fbee4d83455dbaf273e4061a3da14f/-/horizon-files-prod/ed/picture/qenqrv5d/2621fe6ae41a983a061c4c92a0a40cf6f6c4921d.jpg"
"1705966710-617","https://www.expat-dakar.com/terrains-a-vendre?page=3","TERRAIN PIEDS DANS L'EAU À GUEREO","2,905 m²","Guereo,
Thiès","170 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/5143d4089afa56a53348b5b21578fdc2/-/horizon-files-prod/ed/picture/qm5p489m/72e9223f86c7e041acbfe5b33374aef61251b026.jpg"
"1705966710-618","https://www.expat-dakar.com/terrains-a-vendre?page=3","Terrain à vendre sur la vdn","2,044 m²","VDN,
Dakar","1 300 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b91cc9a97c91d4b5b84494d41e02a40d/-/horizon-files-prod/ed/picture/qenqjqxk/97703d7a90d8e51741f9120c8748ab30ddd8cd52.jpg"
"1705966710-619","https://www.expat-dakar.com/terrains-a-vendre?page=3","Vente d'un lot de 18 Parcelles de Terrains sis à Dakar","2,766 m²","Bambilor,
Dakar","171 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0cc2ad110a22ebb38905aedfe2b21cb6/or%3D270/horizon-files-prod/ed/picture/q0gwz8wd/572aa29622f887967c22a2d037434b5ffeec7a68.jpg"
"1705966710-620","https://www.expat-dakar.com/terrains-a-vendre?page=3","Terrain à vendre à Kalimo City vers Lac Rose","152 m²","Lac Rose,
Dakar","12 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c51805d3c36af59a6657002c9507715/-/horizon-files-prod/ed/picture/q4expvp/eb4ec0818a3f6972d735630d061384c7db7f319e.jpg"
"1705966710-621","https://www.expat-dakar.com/terrains-a-vendre?page=3","Terrain à vendre à Hann Marinas","211 m²","Hann marinas,
Dakar","110 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/796aea939ac6a94a9ca6b2a654274665/-/horizon-files-prod/ed/picture/q2jqgkwd/35b4453d704319dcf38beff100af6b37037b73ec.jpg"
"1705966710-622","https://www.expat-dakar.com/terrains-a-vendre?page=3","Terrains Titre foncier individuel","150 m²","Keur Massar,
Dakar","17 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/97147e881a8e862f7a70df5640937f2b/-/horizon-files-prod/ed/picture/q785mvkn/b5ab465e4044ff47f6e32944b55d4f7116ee33ba.jpg"
"1705966710-623","https://www.expat-dakar.com/terrains-a-vendre?page=3","A vendre : Immeuble R+2 à réfectionner ou à raser","257 m²","Hlm,
Dakar","180 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/7a1672b300d8d4114f0f6070d892972a/-/horizon-files-prod/ed/picture/q8v5nv9x/dcd647a4b12c74b7bfec4d66b68e2a75e9395e47.jpg"
"1705966710-624","https://www.expat-dakar.com/terrains-a-vendre?page=3","UN TERRAIN BIEN PLACE A VENDRE SUR LA CORNICHE DE OUAKAM","9,700 m²","Ouakam,
Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c32f535e5168a70ef14e45549eaf6e92/-/horizon-files-prod/ed/picture/q2jqnz8g/2084630a2e4c02cf21e05ca72c20cc90ca124fea.jpg"
"1705966730-625","https://www.expat-dakar.com/terrains-a-vendre?page=2","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966730-626","https://www.expat-dakar.com/terrains-a-vendre?page=2","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966730-627","https://www.expat-dakar.com/terrains-a-vendre?page=2","","","","",""
"1705966730-628","https://www.expat-dakar.com/terrains-a-vendre?page=2","1Ha lotissé en 24 parcelles de 300 m2","10,500 m²","Sindia,
Thiès","70 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f390c6e3cd310a9c08917145b7def76/-/horizon-files-prod/ed/picture/qm5pd2dm/417da788b68b1bdc217b3c4651b0a8d42c121f47.jpg"
